id,commented_at,user_id,topic_id,content,parent_id,favorite_count,bad_count,is_agree
d6a28020-fe8c-45ae-9122-db31fd62ca11,2024-12-04 13:08:18,75141ea7-4031-4658-8fdc-9cbb97373c3c,4,研究開発への投資を増やしてほしいです。大学との連携が鍵だね。,,466,270,
b8192b1c-b16b-4f3c-a278-8ebf733e0f05,2024-12-05 16:40:15,0120d33e-6e5e-45b6-a6ff-41195ac3e565,4,失敗を恐れず挑戦できる環境が大事です。,,160,11,
439efc04-4247-4528-822f-63dbb9f56f33,2024-12-26 20:38:06,9b948041-2c2f-420f-8ae3-41a72f829ded,4,グローバルな視点を取り入れたいな。,,1463,1706,
bb672959-b180-41ee-b1a4-cbcc0172844c,2025-01-03 08:15:40,c0e72ac7-b557-40eb-ab41-16cd2e98bd15,4,イノベーションを促す規制緩和が必要だと思います。,,1324,885,
66308585-07ae-4800-90be-80ccaf55b6d8,2024-11-09 02:40:14,e71fe62f-ca4c-40cf-a50d-9274ba46f5be,4,クリエイティブな人材を育てたいね。,,168,439,
e5cd6252-6a1d-4910-8720-b623878c4e5a,2025-01-14 14:57:03,3c8ffdf5-53a1-411e-965f-cd9e8e81ad54,4,産学官の連携を強化してほしいです。,,1153,496,
92909ee9-cad0-4e16-901f-c00aa8660d89,2024-11-06 22:19:50,8cf269ce-491d-4128-85f5-24ed26e8567d,4,イノベーションが地域経済を活性化するね。,,694,952,
bb45fad6-40db-4071-9c57-d0f393691c24,2024-11-12 07:10:11,66ec4e33-cae9-4f73-8ec2-0fe0037cdd40,4,新しい技術の導入は経済成長に不可欠だと思います。,,215,1356,
f872128f-9734-4399-ba9d-aef55d008271,2024-11-05 08:19:49,4ffb70eb-d041-464f-83b9-e2f2ebf6b703,4,イノベーションを支えるインフラや資金援助も重要だね。,,1067,1323,
5ef0719b-7759-430a-a831-b9aca966a327,2024-10-30 19:38:22,863572c7-55f3-4eea-ad9d-cc77cc4f169d,5,国の安全を守るためには必要だと思う。最新の技術を取り入れることが大事ですね。,,252,1322,
b75bc906-cba8-4c32-a9d3-2a8b2d578b92,2024-11-25 16:04:27,0a221828-b29f-4f93-967a-e212bab83049,5,予算の使い道を透明にしてほしいです。国際情勢に合わせた防衛戦略が必要だと思います。,,416,659,
7176498d-3734-44ea-914d-fcf68c30062e,2025-01-04 14:20:21,8969ca63-f247-44d2-9ca5-f4dee5dc1594,5,民間との協力も重要だと思う。兵士の待遇改善も忘れずに。,,111,318,
c8640ccb-5aae-4d0d-95fa-b93ff860c476,2024-10-21 16:41:22,733be355-1355-49d7-9be2-d2f6d5be0ddf,5,地域との連携を強化してほしいです。防衛産業の振興も必要だと思います。,,796,607,
597f15e5-0e73-4a1c-9be3-d2b8e1cf74f1,2024-12-12 22:38:05,3fb434ea-d65c-412e-b319-cf7e526649a6,5,防衛教育を充実させてほしい。国民の理解を深める活動も大事だね。,,416,418,
62e24f4f-9ada-4dce-a65b-dfc8e34472c0,2025-01-06 19:30:41,a87a2e1c-5b9c-4afb-9ed8-accd0054039e,5,防衛力の強化は国際的な信頼にも繋がると思います。,,1458,39,
3dd8a078-59f8-4aad-b5cb-b777daa35434,2024-11-05 18:48:00,132fa88f-46c2-4315-bbf2-481923c873bd,5,最新の防衛技術を導入することで、より効果的な防衛体制が整うね。,,67,657,
d3451d3d-9be7-4680-80a5-1a19de4b3f18,2024-12-13 12:40:17,14b9870a-3a73-4f34-91b3-d9a09f714145,5,国際的な協力を通じて、平和維持にも貢献できると思います。,,1893,735,
de116660-0e71-40a2-a0eb-798bacaaa0fb,2025-01-08 20:17:29,0eea5180-d20e-4865-8e00-fd0dff9b8b01,5,兵士の訓練や設備の充実が不可欠だと思います。,,253,1640,
a172b148-5468-4c9c-a520-9f410bcfe674,2024-11-17 11:14:08,490c1e92-46a8-4e5e-94d5-c69a8562e732,5,地域の防衛ニーズに合わせた柔軟な対応が求められるね。,,425,1409,
f8ba6761-b391-4419-a49e-db614415bebe,2024-12-02 04:18:30,8042235e-ba19-4f66-928b-77757f3ecec3,6,平和主義を守るべきだと思うけど、時代に合わせるのも大事だね。自衛隊の役割を明確にするべきだと思います。,,79,652,
34d60035-ce3a-4b7f-bdb8-2fc5df482536,2024-12-28 22:21:33,4bbaa14e-2b6a-41a9-9b57-d27d1303b628,6,国際貢献を考えると見直しも必要かも。改正には国民の理解が不可欠だね。,,898,751,
347c280a-6c32-4ce1-a052-75d2e8aa7acd,2024-11-02 11:37:57,46c9412b-16e2-4d67-9614-ba44b5b4f8ef,6,教育で憲法の重要性を教えるべきだと思います。平和を守るための柔軟な対応が必要だね。,,358,256,
c2e0eaed-519b-4ee6-9aa5-9198d6bd50b5,2024-12-23 05:48:27,b1080512-bbe4-4ed0-8fc4-21c6d5a04821,6,改正内容を慎重に検討してほしいです。国際情勢に応じた憲法の見直しが必要だと思います。,,496,414,
2dda26d9-c195-457e-bb2c-2a3799c6f2b9,2024-12-20 20:21:48,0fce47fd-3ee2-433f-a077-a93e078e15e9,6,市民の声を反映させるプロセスが大事だね。歴史的背景も踏まえて議論すべきだと思います。,,1754,602,
16cb9c73-6d36-458d-93b4-89666c1172eb,2024-12-18 06:03:48,28a5877f-5ec4-4d8f-9625-7ee398f7de3b,6,憲法改正は国家の基本方針に大きな影響を与えるから慎重に進めるべきだね。,,1685,244,
17032e22-695e-490b-8499-0a2ce264a93b,2025-01-06 12:52:39,79be056e-1157-4331-9cfc-50a3fbab4f90,6,平和主義を維持しつつ、現代の安全保障環境に対応できるような改正が望ましいです。,,1380,1699,
807e4678-9349-42de-8e2f-cf4b25ad8218,2024-10-22 22:28:49,ef8149a8-a679-4b21-8e99-0b845e66a578,6,国際社会との連携を強化するためにも、柔軟な憲法解釈が必要かもしれない。,,373,1611,
35b76562-53a6-4a01-9695-66fe38c5922c,2024-11-15 13:11:52,1ec4c76f-c5d3-4326-a265-d512e2b102c3,6,国民全体で憲法の意義を再確認する良い機会になると思います。,,77,1992,
df036fe5-c124-4187-9aeb-9b907b2223bc,2024-12-12 19:25:33,91c4696a-f726-46e1-8df0-315efe71d83d,6,改正には広範な議論と透明なプロセスが不可欠だね。,,454,1074,
01cbe1d4-04fc-4a9a-a3b0-3d101207ded5,2024-11-11 15:15:40,ef64ddd9-41fb-4c4b-8b4b-4d822132942a,7,クリーンなエネルギーに切り替えるのは良いですね。地球温暖化対策としても重要だと思います。,,569,1841,
80af23d4-4a01-4e3f-8e97-da8106f79636,2024-12-07 10:33:20,5ceb04d9-b8cd-4e1a-a8eb-f9d82acd04a2,7,コスト面のサポートが必要だと思います。初期投資が高いため、補助金があれば導入が進むでしょう。,,88,1618,
87bf06d9-889e-40d7-8c41-112d6e767934,2024-10-19 05:52:07,f382076c-18ee-4089-aeb6-a4b3f3962af4,7,技術開発をもっと進めてほしいです。地方での導入事例を増やしたいですね。,,507,844,
25457766-4126-442e-b283-f9416f513fd0,2024-12-24 17:22:16,adbb2451-c1e6-43a4-b8cb-1aa6644dfa66,7,教育や啓発活動も重要だと思います。インフラの整備が鍵だね。,,1608,1027,
82dda291-2882-42c6-b7e2-e5848e0d5c92,2024-12-26 17:54:50,b255d9c5-2f30-45a0-b0b3-3a91b0697c7b,7,企業との連携を強化してほしいです。持続可能なエネルギー供給を目指しましょう。,,1659,1805,
49afea3c-9277-4b26-9391-9796286ce4e3,2024-11-13 23:55:12,fa02e344-db2b-442b-a471-c9bdd63feac2,7,補助金制度を充実させたいです。これにより、企業や家庭での導入が進むと思います。,,1171,1895,
f2d9d421-b84e-48d5-a014-6563e8abf1b3,2024-12-22 20:32:07,f8a732ba-89ed-4993-b598-6c7d5e129064,7,国民の理解と協力が必要だと思います。持続可能な社会のために急ぐべきだね。,,321,1701,
eb782605-0335-4671-8844-4a314fda3356,2024-12-22 23:25:27,8b8e6404-e1ba-4b3f-8982-668a7b258399,7,再生可能エネルギーの普及は環境保護に直結する重要な施策だと思います。,,153,401,
3dcdc029-6918-45ee-8b2d-e84948cf20f9,2025-01-04 23:54:00,9a9672ec-a39a-4e38-872d-729d960eab9b,7,地元の自然資源を活用することで、地域経済にも良い影響を与えるね。,,1024,1799,
bfd1e770-79b1-45af-b102-9fd89e7b1c95,2024-12-05 13:09:45,0eca9042-4d19-4012-bd57-b5b1eb3e0dec,7,エネルギーの多様化は将来的なリスクヘッジにもなると思います。,,454,1780,
ee3ec5ba-b6d0-41a0-8694-926bdf00be98,2024-11-25 18:14:24,0a221828-b29f-4f93-967a-e212bab83049,8,安定したエネルギー供給は大事だね。海外依存を減らす努力が必要だと思います。,,222,187,
4788a1bf-4336-4483-9978-0227023f07cf,2024-11-27 04:32:51,8c6d5547-9f65-4cef-8e41-a2848704046b,8,多様なエネルギー源を確保したいですね。国内資源の有効活用が鍵だと思います。,,1572,1597,
cc97b443-aeee-40ad-bad2-3cb9a263f29a,2024-11-13 17:26:37,28447e86-3eb0-4af6-adbd-f286a4d3bdce,8,技術革新で効率を上げるべきだね。災害時のエネルギー供給も考慮が必要です。,,93,942,
32083833-cab6-4c7f-acae-89d9750a5be2,2024-11-30 10:44:54,d5929fb0-f405-4578-bf62-eec1a7ebe53c,8,エネルギー政策の透明性を高めてほしいです。国際協力も視野に入れるべきだと思います。,,956,116,
7ebb3121-1863-4ad5-8452-b129240eb91b,2024-10-31 23:01:02,9fa691a6-07ca-455f-bdf6-915f6a49dc86,8,再生可能エネルギーも重要な一環だね。持続可能なエネルギー戦略が必要だと思います。,,1370,181,
8d16232c-7b1b-40ac-b1db-2516005be462,2024-10-26 04:41:00,5c9419ed-3c8b-4795-9440-7e1d97066421,8,エネルギーの多様化は経済の安定にも繋がると思います。,,1907,984,
c42b514a-7a81-4e8b-8362-979ebfb751dd,2024-12-19 15:02:03,a345548a-e294-444d-a88e-10977c7890ae,8,国内外のエネルギー市場の動向を注視することが重要だね。,,1826,1364,
23190512-946f-4f84-86d3-76a25fb56f98,2024-12-23 09:13:11,967ea6d0-d290-4049-9d5e-1b7cc62d351e,8,エネルギー効率の向上も重要な課題だと思います。,,1134,813,
b8a21c17-f0bb-444d-b068-a368448f5477,2024-12-22 17:55:59,5e5526b7-7984-4144-bf77-f752deb57594,8,エネルギーの安定供給は国民生活の基盤だから、しっかり対策を講じるべきだね。,,1135,1027,
e839639a-0aec-43b2-b8b8-4b5f5eab2997,2024-12-20 04:29:30,31ec8b74-c14f-4e2b-8671-80b1cfdbf672,8,エネルギー政策は長期的な視点で考える必要があると思います。,,1984,974,
ddd9e420-fdb5-4e5a-8f83-99a7b5ae0263,2024-11-25 21:29:50,24b2adcd-3565-4f8a-8221-fc2f12318c9d,9,日米同盟がなくなると安全保障が不安だね。自立した防衛力が求められると思います。,,1462,1556,
c5500463-1ed5-4fa6-86ac-53c759d94176,2024-10-25 00:54:56,ec153e38-b861-43e1-879a-62782a8aff1a,9,経済面での影響も心配だね。,,1579,641,
793fccd7-b3c0-4873-a360-939ee602d288,2025-01-14 13:15:38,36fa042b-cdd5-4acb-bd11-e96294ab2d6e,9,地域の安定にどう影響するか考えるべきだ。,,1860,238,
63cb3c58-8df7-4f7f-abae-99d3c860c57b,2024-12-29 17:22:27,9a036193-5ad6-4d00-932e-badce7d0749d,9,外交関係が複雑になるかも。,,803,841,
68beb0ad-6aba-4a3b-92f9-bfd9f24313fe,2024-12-16 13:26:05,236d5ed5-c170-4286-b879-a5f2470629fa,9,防衛費の使い道が見直されるね。,,283,1157,
80f8a373-75b2-4011-8e9f-e8ba385b502e,2024-12-06 03:33:49,5d6badb5-5e1d-4e6b-856a-d1c2da1ce6c1,9,他国との関係構築が必要になると思います。,,1451,65,
ba96bdc9-2af7-4919-acb8-470da355dbfe,2024-12-01 12:43:21,449a083a-14a2-4a8a-aa5b-38e5175335ba,9,国内の政治動向に影響しそうだね。,,1616,1895,
b1877257-33f8-47e1-a510-f297c06aca2a,2025-01-12 18:47:50,a8926c94-fc7b-41fe-849f-11800f81e83e,9,安全保障政策の再構築が急務だと思う。,,1250,494,
650cccac-0e37-47b3-ba36-cef7d01d8685,2025-01-15 09:28:25,c820a6ed-d705-4b3a-a64f-fac1ce7e48b6,9,国民の意見をしっかり聞くべきだね。,,1873,1735,
f64b2abe-7abc-49a2-9e15-7b89f6de065c,2024-12-29 15:34:12,4bbaa14e-2b6a-41a9-9b57-d27d1303b628,9,日米同盟の維持は地域の平和にとって重要だと思います。,,304,1012,
6c62c406-6295-4fc1-a330-f16b2719b9c2,2025-01-02 10:04:13,0ebe1992-d019-4386-82ea-979531b2663f,10,すべての子どもが平等な教育を受けられるべきだね。,,219,1091,
4a0c6187-b9d8-4489-abf5-4d2ed02550cc,2024-12-07 15:34:56,ca1bd996-f664-4482-bf65-b48ee0a16388,10,地域による教育の違いをなくしたいです。,,1606,11,
251a9762-f8a6-4d67-b415-6486781e0327,2024-12-31 23:16:52,2cc7aa57-cf78-4d69-8e10-648683e634a0,10,オンライン教育の活用で改善できると思います。,,1408,1201,
1c5c2733-1be7-481d-917f-21b5236f4e3f,2024-12-28 15:38:13,346bee27-14cf-43dc-bd06-804da34780a4,10,奨学金制度の拡充が必要だね。,,1464,833,
b0202f68-b2d2-4553-b8c9-0df757df9d33,2024-12-20 15:46:21,4fb3533f-4c2c-4cdb-858c-e70b409c4dc4,10,教師の質を高める取り組みが重要です。,,749,1728,
4085d9eb-c3d9-4214-9994-ef0257a63a8c,2024-10-29 03:07:58,55fcbd40-1efc-4404-a071-1fc6bb112652,10,家庭の経済状況に左右されない教育環境が欲しいです。,,1824,448,
f781b60d-885e-4642-ba52-af3e26d96727,2025-01-12 11:31:14,cdb8307b-356b-475d-a08d-825802a41fbb,10,学校設備の充実も大切だと思います。,,304,589,
4ca62acd-7dc1-49be-b960-714a60d22564,2024-12-27 04:34:23,ee82ce42-1bf7-4498-9718-9929d3cd0468,10,放課後のサポートプログラムを増やしたいです。,,1154,113,
8cc44fd6-d103-4387-9357-90b93424884c,2024-12-20 09:11:54,5bec38f2-215b-4bce-84a2-06f1d7a61814,10,教育へのアクセスを公平にする仕組みが必要だね。,,166,102,
c3f36a21-a6f8-4cfc-b634-453e85456dc0,2024-12-12 10:47:56,e1921c1c-49ee-4409-b4ab-6f188224feac,10,特別支援教育の充実も忘れずにね。,,265,672,
f1cfb1ee-798c-4f74-b318-e64154d9443f,2024-10-18 19:24:04,07a9735f-e179-47f4-834a-669f7ed7cc33,11,地元の自然や文化をもっと活かしたいですね。,,339,1408,
1f5b8994-9624-46af-aafb-f14114001b21,2024-12-24 17:35:04,adbb2451-c1e6-43a4-b8cb-1aa6644dfa66,11,観光資源としても魅力的にしたいです。,,1320,630,
9ed05e93-0adc-45b9-a212-3819e7d21e6a,2024-12-06 04:59:42,863b1883-54c1-441f-800a-87f4c53e6e69,11,地域産業の振興に繋がると思います。,,706,711,
7b1f2308-8110-4260-8db9-2b2502f7baa2,2024-10-28 21:38:22,a6cac920-e3dd-4496-9fef-4a9f72ffd29a,11,若者の地元定着にも役立つね。,,1328,64,
cacfdef5-312a-4190-9de0-9185eedee79e,2024-12-05 17:51:37,0eca9042-4d19-4012-bd57-b5b1eb3e0dec,11,教育プログラムに地域資源を取り入れたいです。,,486,508,
89bd0680-b50b-408d-8496-2f98b85b557b,2024-10-28 10:58:43,6c9a0aea-3888-41d3-92cc-7bb8dda10533,11,伝統文化の保存と活用が大事だと思います。,,1622,977,
79dc70f1-5262-4ae6-91ce-9700bff06577,2025-01-07 20:36:08,0ae0dc78-6491-41f1-a3e2-9ff1c6ec742a,11,地元企業との連携を強化したいですね。,,1014,722,
f02ff064-a737-4897-ae6f-897d8a15b9c9,2024-10-27 12:49:01,c48b1eef-c304-4db0-9b03-072b82fbffb7,11,地域の特色を生かした商品開発が必要だと思います。,,1718,1535,
5861a7c7-92ef-4e0b-ba9d-eea13993ac4c,2024-12-26 00:30:59,d6b129a6-8cf9-4cc1-a64a-5e684417ce0d,11,環境に配慮した資源活用を目指したいね。,,1158,1508,
f55077a3-5a24-46b2-87cf-328be07be522,2024-11-26 23:10:43,8c6d5547-9f65-4cef-8e41-a2848704046b,11,住民参加型のプロジェクトを増やしたいです。,,1738,1257,
aa1519dc-ba54-4fd2-83ab-c78c6f72b877,2024-12-29 05:41:25,61cfc7a3-3622-49a8-ae19-c20abf16b49d,12,リモートワークがもっと普及するといいですね。,,913,1798,
db3eb64a-6000-4e3b-9dc8-22987a99b5b8,2024-11-20 13:25:45,f3dfcabb-1920-4ed7-8016-461187a3a6db,12,フレックス制度を導入してほしいです。,,1068,1715,
ba800235-8db8-45e2-9346-18872376228f,2024-10-23 07:00:33,0730e9cd-f0ee-4fb3-996d-e1bf3eda3e13,12,副業がしやすい環境が必要だと思います。,,401,1333,
41fe42b6-a844-46c2-a855-624be3c2b245,2024-12-16 07:31:39,af07c609-e3bf-4a85-9a31-16a8040af8f5,12,ワークライフバランスを重視したいですね。,,1258,633,
2ff3a5d4-5821-4844-9052-e7af92b4da4f,2024-10-18 20:15:46,009f0eeb-86cc-43cb-a1b3-56e85f339f12,12,短時間勤務の選択肢が増えると嬉しいです。,,972,1343,
3a731d3f-7155-40bb-85b9-a4a29621280f,2024-12-07 16:24:25,4ca94774-06a9-464a-914b-2f737af14813,12,多様な働き方を尊重する企業が増えてほしいです。,,264,708,
c0d9a50b-a9f6-41ed-9075-050f6f3694ad,2025-01-13 13:48:03,e4c0bd31-ed2a-4470-a197-f1c125e69ca2,12,育児や介護と両立できる職場環境が大事だと思います。,,1821,47,
9c99234d-9728-4625-8371-1f207bd94c7b,2024-12-02 10:33:04,31f5d5ae-f784-4751-a767-38c9c90ed3ad,12,自由な働き方で生産性が上がると思います。,,344,574,
d0fd3a43-5a2a-4f66-94d3-044e64af9190,2024-10-19 12:15:24,62a3785b-c34a-4c90-a5ae-5eb3085c46e9,12,働き方の選択肢が増えると、人生が豊かになるね。,,1078,962,
db70ff1b-1d02-4f0b-96b8-c67825c55b80,2025-01-04 12:19:36,4b56432e-342c-4f71-be92-4234ad7f25e1,12,テレワークの設備投資も必要だと思います。,,1507,396,
b89b7e67-cd27-4359-970e-f4907509dce1,2024-10-23 05:49:39,f9cba8df-c5c8-4aeb-8257-a24ed43d13d8,13,労働時間の規制をもっと厳しくすべきだね。,,280,1890,
509f095d-b3b6-4ada-a515-9adfa8f5af0d,2024-11-04 02:24:38,dee0adce-d92d-463d-9682-ea1f74767245,13,最低賃金の引き上げが必要だと思います。,,1272,38,
bebcf47b-6d10-439b-b157-6a87877e3bc2,2024-10-31 22:57:59,34b65702-bf7d-47e4-af3a-d03f07653058,13,ブラック企業の取り締まりを強化してほしいです。,,1790,830,
0b47f250-d9c4-4d23-bef3-7c5fa1ba3f04,2025-01-11 23:39:27,b07c881f-8b66-49e4-893e-07cfe47223fe,13,正社員と非正規社員の待遇差をなくしたいですね。,,211,10,
f0661528-4c65-4baa-9dc5-2b9bc64d348b,2024-12-25 20:13:46,490963f7-7f61-4529-a068-181f99a29269,13,労働者の権利をもっと守るべきだと思います。,,1131,1277,
02a37649-734b-4980-b036-72f7015231ac,2025-01-06 08:24:42,b80a299e-691a-4184-8ac5-f725be8aa091,13,休暇制度の充実が必要だね。,,691,443,
8507847b-74d8-4800-9851-8f38881425b4,2024-12-08 05:54:49,986d51ab-a37e-45f0-ba08-7dca849e2c6f,13,ハラスメント防止対策を強化したいです。,,787,991,
6cec685a-0456-4e4d-ae99-cd2ec6626766,2024-10-20 17:47:51,867e8ad5-bf64-45f5-83de-dce09c9ee625,13,労働契約の透明性を高めるべきだと思います。,,1808,1087,
829ae105-e091-4cdf-90f2-3dc0a91bbea9,2024-11-16 02:34:12,596bdcbf-15bd-4a3a-9a80-2a0cab5426d5,13,労働者の健康管理にも力を入れてほしいです。,,1316,1544,
d8965c73-58f0-4d48-9b32-ffe9b8e5b034,2024-11-14 17:57:32,0cecff2b-d8b1-4a9e-b8b0-e80d1bf9268f,13,職場の多様性を尊重する法整備が必要だね。,,539,863,
741b476c-ad6c-42a1-9a1e-96c44c7c8ee5,2024-10-30 19:19:11,7e3c0642-af31-4d18-bd03-b6f14da3fb41,14,自宅で医療を受けられると安心だね。訪問看護の体制を整えてほしいです。,,1863,1322,
4f6f912d-170a-454a-9471-244c92ef4530,2025-01-12 11:06:34,bafd85e0-5d55-4cc6-9f36-922f35d8664f,14,ITを活用した遠隔診療が進むといいですね。,,455,1368,
43619d7f-fc15-403f-bdd3-cf6e5624b137,2025-01-03 19:10:53,c0e72ac7-b557-40eb-ab41-16cd2e98bd15,14,介護と医療の連携を強化したいです。高齢者が安心して暮らせる環境が必要だね。,,712,1368,
7ef4be65-0bff-496c-a504-761a39346bbd,2024-12-20 11:53:47,340e6ce0-0b41-4f4d-b3ac-0b2a59f1d6f7,14,家族の負担を減らす支援が大事です。,,1844,1185,
0528f889-de9e-4a9b-9f72-9ded98e214bd,2024-12-07 00:35:07,dbe6b4c4-c08d-430a-a90d-f2ce14de6b17,14,医療機器の普及も重要だと思います。,,771,538,
8b63cee7-2145-4a90-bb63-319c9a1b75f7,2024-12-25 16:18:34,94632f68-107f-45a3-b007-4470144cf2ce,14,地域医療との連携を強化してほしいです。,,928,1096,
